x,y,id
1321,400,348
614,200,348
217,400,348
217,500,348
244,600,348
1160,600,349
1133,500,349
863,400,349
214,200,349
495,400,349
675,500,349
702,600,349
1294,600,350
1321,500,350
1501,400,350
1414,200,350
397,400,350
307,500,350
316,600,350
612,600,351
585,500,351
585,400,351
614,200,351
953,400,351
953,500,351
944,600,351
684,600,352
675,500,352
495,400,352
214,200,352
1231,400,352
1501,500,352
1510,600,352
370,600,353
397,500,353
217,400,353
614,200,353
1321,400,353
1231,500,353
1258,600,353
648,600,354
675,500,354
675,400,354
1014,200,354
307,400,354
307,500,354
280,600,354
100,600,355
127,500,355
217,400,355
614,200,355
953,400,355
1043,500,355
1070,600,355
486,600,356
495,500,356
495,400,356
585,500,356
576,600,356
1204,600,357
1231,500,357
1321,400,357
614,200,357
217,400,357
397,500,357
406,600,357
154,600,358
127,400,358
127,400,358
214,200,358
863,400,358
1133,500,358
1124,600,358
522,600,359
495,500,359
765,400,359
765,500,359
792,600,359
504,600,360
495,500,360
675,400,360
1014,200,360
1043,400,360
953,500,360
944,600,360
612,600,361
585,500,361
585,400,361
614,200,361
217,400,361
397,500,361
406,600,361
226,600,362
217,500,362
307,400,362
1014,200,362
1043,400,362
1133,500,362
1160,600,362
118,600,363
127,500,363
307,400,363
1014,200,363
1043,400,363
953,500,363
962,600,363
504,600,364
495,500,364
675,400,364
1014,200,364
1043,400,364
1133,500,364
1160,600,364
1124,600,365
1133,500,365
863,400,365
214,200,365
1231,400,365
1501,500,365
1510,600,365
836,600,366
863,500,366
863,400,366
214,200,366
495,400,366
765,500,366
756,600,366
1348,600,367
1321,500,367
1231,400,367
214,200,367
127,400,367
127,500,367
154,600,367
1124,600,368
1133,500,368
953,400,368
614,200,368
585,400,368
585,500,368
558,600,368
558,600,369
585,500,369
594,600,369
424,600,370
397,500,370
127,400,370
214,200,370
1231,400,370
1321,500,370
1330,600,370
1492,600,371
1501,500,371
1411,400,371
1411,500,371
1438,600,371
1142,600,372
1133,500,372
1133,400,372
1414,200,372
397,400,372
127,500,372
154,600,372
1124,600,373
1133,500,373
1043,400,373
1014,200,373
675,400,373
495,500,373
468,600,373
1052,600,374
1043,500,374
953,400,374
614,200,374
585,400,374
585,500,374
558,600,374
154,600,375
127,500,375
397,400,375
217,500,375
226,600,375
854,600,376
863,500,376
863,400,376
214,200,376
495,400,376
495,500,376
504,600,376
756,600,377
765,500,377
585,400,377
495,500,377
468,600,377
1330,600,378
1321,500,378
1321,400,378
614,200,378
953,400,378
953,500,378
944,600,378
1160,600,379
1133,500,379
1133,400,379
1414,200,379
765,400,379
765,500,379
774,600,379
118,600,380
127,500,380
217,400,380
614,200,380
585,400,380
675,500,380
702,600,380
118,600,381
127,500,381
397,400,381
1414,200,381
765,400,381
675,500,381
648,600,381
774,600,382
765,500,382
765,400,382
1414,200,382
1133,400,382
953,500,382
980,600,382
388,600,383
397,500,383
217,400,383
614,200,383
585,400,383
675,500,383
666,600,383
1052,600,384
1043,500,384
1043,400,384
1014,200,384
1411,400,384
1501,500,384
1492,600,384
1330,600,385
1321,500,385
1501,400,385
1414,200,385
397,400,385
307,500,385
316,600,385
316,600,386
307,500,386
397,400,386
1414,200,386
765,400,386
675,500,386
684,600,386
1330,600,387
1321,500,387
1411,400,387
1014,200,387
675,400,387
585,500,387
558,600,387
226,600,388
217,500,388
217,400,388
614,200,388
953,400,388
863,500,388
836,600,388
468,600,389
495,500,389
585,400,389
585,500,389
612,600,389
1420,600,390
1411,500,390
1231,400,390
214,200,390
127,400,390
217,500,390
244,600,390
280,600,391
307,500,391
397,400,391
1414,200,391
765,400,391
585,500,391
612,600,391
468,600,392
495,500,392
765,400,392
1414,200,392
1501,400,392
1411,500,392
1402,600,392
1106,600,393
1133,500,393
1043,400,393
1014,200,393
307,400,393
307,500,393
334,600,393
576,600,394
585,500,394
675,400,394
1014,200,394
1411,400,394
1321,500,394
1294,600,394
926,600,395
953,500,395
1133,400,395
1414,200,395
397,400,395
307,500,395
316,600,395
190,600,396
217,500,396
217,400,396
614,200,396
953,400,396
1133,500,396
1106,600,396
1474,600,397
1501,500,397
1501,400,397
1414,200,397
765,400,397
495,500,397
468,600,397
702,600,398
675,500,398
495,400,398
214,200,398
1231,400,398
1411,500,398
1402,600,398
872,600,399
863,500,399
1043,400,399
1014,200,399
675,400,399
495,500,399
468,600,399
702,600,400
675,500,400
585,400,400
495,500,400
468,600,400
890,600,401
863,500,401
863,400,401
214,200,401
495,400,401
585,500,401
612,600,401
836,600,402
863,500,402
1133,400,402
1414,200,402
397,400,402
217,500,402
208,600,402
1070,600,403
1043,500,403
953,400,403
614,200,403
1321,400,403
1231,500,403
1258,600,403
298,600,404
307,500,404
307,400,404
1014,200,404
675,400,404
675,500,404
666,600,404
594,600,405
585,500,405
765,400,405
1414,200,405
1133,400,405
1043,500,405
1016,600,405
890,600,406
863,500,406
863,400,406
214,200,406
127,400,406
397,500,406
388,600,406
756,600,407
765,500,407
675,400,407
1014,200,407
307,400,407
217,500,407
244,600,407
1330,600,408
1321,500,408
1321,400,408
614,200,408
953,400,408
953,500,408
980,600,408
1312,600,409
1321,500,409
1231,400,409
214,200,409
863,400,409
953,500,409
926,600,409
154,600,410
127,500,410
136,600,410
1240,600,411
1231,500,411
1501,400,411
1414,200,411
397,400,411
127,500,411
118,600,411
738,600,412
765,500,412
675,400,412
675,500,412
684,600,412
208,600,413
217,500,413
217,400,413
614,200,413
1321,400,413
1321,500,413
1348,600,413
486,600,414
495,500,414
675,400,414
765,500,414
792,600,414
1294,600,415
1321,500,415
1321,400,415
614,200,415
953,400,415
863,500,415
836,600,415
962,600,416
953,500,416
863,400,416
214,200,416
127,400,416
397,500,416
388,600,416
388,600,417
397,500,417
307,400,417
307,500,417
298,600,417
854,600,418
863,500,418
1043,400,418
1014,200,418
307,400,418
127,500,418
154,600,418
1240,600,419
1231,500,419
1321,400,419
614,200,419
585,400,419
765,500,419
792,600,419
1294,600,420
1321,500,420
1231,400,420
1501,500,420
1510,600,420
1160,600,421
1133,500,421
1133,400,421
1414,200,421
1501,400,421
1411,500,421
1438,600,421
774,600,422
765,500,422
675,400,422
1014,200,422
1411,400,422
1231,500,422
1258,600,422
298,600,423
307,500,423
217,400,423
614,200,423
953,400,423
1043,500,423
1016,600,423
424,600,424
397,500,424
397,400,424
1414,200,424
1501,400,424
1411,500,424
1384,600,424
298,600,425
307,500,425
307,400,425
1014,200,425
675,400,425
585,500,425
576,600,425
1222,600,426
1231,500,426
1501,400,426
1414,200,426
1133,400,426
953,500,426
944,600,426
1528,600,427
1501,500,427
1321,400,427
614,200,427
585,400,427
495,500,427
522,600,427
944,600,428
953,500,428
1133,400,428
1043,500,428
1070,600,428
1438,600,429
1411,500,429
1321,400,429
614,200,429
217,400,429
127,500,429
136,600,429
738,600,430
765,500,430
675,400,430
1014,200,430
1411,400,430
1321,500,430
1330,600,430
100,600,431
127,500,431
307,400,431
1014,200,431
1411,400,431
1501,500,431
1510,600,431
388,600,432
397,500,432
217,400,432
614,200,432
585,400,432
765,500,432
792,600,432
1034,600,433
1043,500,433
1043,400,433
1014,200,433
1411,400,433
1231,500,433
1258,600,433
1240,600,434
1231,500,434
1411,400,434
1014,200,434
1043,400,434
953,500,434
944,600,434
136,600,435
127,500,435
217,400,435
614,200,435
953,400,435
953,500,435
962,600,435
666,600,436
675,500,436
495,400,436
214,200,436
127,400,436
217,500,436
244,600,436
1330,600,437
1321,500,437
1231,400,437
214,200,437
495,400,437
585,500,437
612,600,437
1106,600,438
1133,500,438
1043,400,438
1014,200,438
307,400,438
397,500,438
370,600,438
1070,600,439
1043,500,439
1034,600,439
980,600,440
953,500,440
926,600,440
226,600,441
217,500,441
307,400,441
1014,200,441
1411,400,441
1501,500,441
1474,600,441
100,600,442
127,500,442
217,400,442
614,200,442
585,400,442
585,500,442
594,600,442
612,600,443
585,500,443
765,400,443
1414,200,443
1501,400,443
1321,500,443
1294,600,443
334,600,444
307,500,444
307,400,444
1014,200,444
1411,400,444
1411,500,444
1384,600,444
926,600,445
953,500,445
953,400,445
614,200,445
217,400,445
397,500,445
406,600,445
926,600,446
953,500,446
953,400,446
1043,500,446
1070,600,446
648,600,447
675,500,447
702,600,447
1312,600,448
1321,500,448
1321,400,448
614,200,448
585,400,448
675,500,448
684,600,448
1142,600,449
1133,500,449
1133,400,449
1414,200,449
1501,400,449
1411,500,449
1438,600,449
154,600,450
127,400,450
127,400,450
307,500,450
280,600,450
1330,600,451
1321,500,451
1501,400,451
1414,200,451
397,400,451
307,500,451
280,600,451
1204,600,452
1231,500,452
1231,400,452
214,200,452
127,400,452
307,500,452
316,600,452
1222,600,453
1231,500,453
1321,400,453
614,200,453
585,400,453
765,500,453
756,600,453
558,600,454
585,500,454
495,400,454
214,200,454
127,400,454
397,500,454
388,600,454
756,600,455
765,500,455
765,400,455
1414,200,455
1501,400,455
1411,500,455
1420,600,455
1142,600,456
1133,500,456
863,400,456
214,200,456
127,400,456
307,500,456
316,600,456
1204,600,457
1231,500,457
1411,400,457
1014,200,457
307,400,457
217,500,457
208,600,457
522,600,458
495,500,458
675,400,458
1014,200,458
1411,400,458
1411,500,458
1420,600,458
1528,600,459
1501,500,459
1411,400,459
1014,200,459
675,400,459
585,500,459
576,600,459
522,600,460
495,500,460
495,400,460
214,200,460
1231,400,460
1321,500,460
1312,600,460
1142,600,461
1133,500,461
1043,400,461
1014,200,461
1411,400,461
1501,500,461
1492,600,461
836,600,462
863,500,462
1133,400,462
1414,200,462
1501,400,462
1321,500,462
1312,600,462
208,600,463
217,500,463
307,400,463
307,500,463
280,600,463
1258,600,464
1231,500,464
1501,400,464
1414,200,464
765,400,464
675,500,464
666,600,464
594,600,465
585,500,465
675,400,465
1014,200,465
1043,400,465
863,500,465
854,600,465
702,600,466
675,500,466
765,400,466
1414,200,466
1501,400,466
1321,500,466
1330,600,466
962,600,467
953,500,467
926,600,467
370,600,468
397,500,468
397,400,468
127,500,468
136,600,468
208,600,469
217,500,469
397,400,469
1414,200,469
1133,400,469
1133,500,469
1160,600,469
872,600,470
863,500,470
863,400,470
1043,500,470
1034,600,470
118,600,471
127,500,471
307,400,471
1014,200,471
675,400,471
495,500,471
504,600,471
226,600,472
217,500,472
397,400,472
1414,200,472
1133,400,472
953,500,472
962,600,472
1142,600,473
1133,500,473
863,400,473
214,200,473
495,400,473
765,500,473
738,600,473
486,600,474
495,500,474
585,400,474
614,200,474
217,400,474
397,500,474
388,600,474
208,600,475
217,500,475
217,400,475
614,200,475
953,400,475
1043,500,475
1052,600,475
208,600,476
217,500,476
397,400,476
1414,200,476
1501,400,476
1321,500,476
1348,600,476
190,600,477
217,500,477
127,400,477
127,500,477
136,600,477
1016,600,478
1043,500,478
1133,400,478
1414,200,478
1501,400,478
1411,500,478
1402,600,478
486,600,479
495,500,479
585,400,479
614,200,479
1321,400,479
1501,500,479
1492,600,479
774,600,480
765,500,480
765,400,480
1414,200,480
397,400,480
397,500,480
388,600,480
854,600,481
863,500,481
863,400,481
214,200,481
495,400,481
675,500,481
666,600,481
1240,600,482
1231,500,482
1501,400,482
1414,200,482
397,400,482
307,500,482
280,600,482
136,600,483
127,400,483
127,400,483
214,200,483
1231,400,483
1501,500,483
1474,600,483
1348,600,484
1321,500,484
1321,400,484
614,200,484
953,400,484
953,500,484
944,600,484
1142,600,485
1133,500,485
1133,400,485
1414,200,485
397,400,485
307,500,485
298,600,485
1016,600,486
1043,500,486
1133,400,486
1414,200,486
397,400,486
217,500,486
226,600,486
424,600,487
397,500,487
397,400,487
1414,200,487
765,400,487
585,500,487
576,600,487
370,600,488
397,500,488
397,400,488
307,500,488
280,600,488
504,600,489
495,500,489
675,400,489
1014,200,489
307,400,489
217,500,489
244,600,489
468,600,490
495,500,490
495,400,490
214,200,490
863,400,490
953,500,490
980,600,490
648,600,491
675,500,491
495,400,491
585,500,491
558,600,491
504,600,492
495,500,492
585,400,492
585,500,492
594,600,492
424,600,493
397,500,493
127,400,493
127,500,493
136,600,493
962,600,494
953,500,494
863,400,494
863,500,494
836,600,494
298,600,495
307,500,495
397,400,495
127,500,495
100,600,495
738,600,496
765,500,496
495,400,496
495,500,496
468,600,496
1240,600,497
1231,500,497
1231,400,497
214,200,497
127,400,497
307,500,497
316,600,497
280,600,498
307,500,498
397,400,498
217,500,498
190,600,498
1124,600,499
1133,500,499
1133,400,499
1414,200,499
1501,400,499
1231,500,499
1204,600,499
334,600,500
307,500,500
307,400,500
1014,200,500
1043,400,500
863,500,500
836,600,500
648,600,501
675,500,501
495,400,501
495,500,501
468,600,501
980,600,502
953,500,502
1043,400,502
1014,200,502
307,400,502
307,500,502
280,600,502
1294,600,503
1321,500,503
1231,400,503
214,200,503
863,400,503
1133,500,503
1160,600,503
774,600,504
765,500,504
765,400,504
1414,200,504
397,400,504
397,500,504
370,600,504
1070,600,505
1043,500,505
1133,400,505
1414,200,505
1501,400,505
1411,500,505
1420,600,505
1124,600,506
1133,500,506
1133,400,506
863,500,506
854,600,506
118,600,507
127,400,507
127,400,507
214,200,507
863,400,507
1043,500,507
1034,600,507
1124,600,508
1133,500,508
863,400,508
214,200,508
1231,400,508
1231,500,508
1222,600,508
486,600,509
495,500,509
675,400,509
1014,200,509
307,400,509
307,500,509
316,600,509
208,600,510
217,500,510
217,400,510
614,200,510
953,400,510
1133,500,510
1142,600,510
118,600,511
127,400,511
127,400,511
214,200,511
863,400,511
863,500,511
854,600,511
1330,600,512
1321,500,512
1411,400,512
1014,200,512
675,400,512
675,500,512
666,600,512
1294,600,513
1321,500,513
1411,400,513
1014,200,513
1043,400,513
1043,500,513
1070,600,513
118,600,514
127,500,514
397,400,514
217,500,514
226,600,514
944,600,515
953,500,515
1043,400,515
1014,200,515
675,400,515
675,500,515
648,600,515
244,600,516
217,500,516
127,400,516
214,200,516
1231,400,516
1231,500,516
1240,600,516
468,600,517
495,500,517
675,400,517
675,500,517
666,600,517
298,600,518
307,500,518
397,400,518
1414,200,518
1133,400,518
863,500,518
890,600,518
648,600,519
675,500,519
765,400,519
1414,200,519
1501,400,519
1501,500,519
1492,600,519
298,600,520
307,500,520
397,400,520
1414,200,520
1133,400,520
953,500,520
926,600,520
558,600,521
585,500,521
495,400,521
214,200,521
127,400,521
127,500,521
118,600,521
576,600,522
585,500,522
495,400,522
214,200,522
863,400,522
1133,500,522
1160,600,522
1258,600,523
1231,500,523
1231,400,523
214,200,523
495,400,523
675,500,523
684,600,523
316,600,524
307,500,524
127,400,524
397,500,524
388,600,524
1034,600,525
1043,500,525
1043,400,525
1014,200,525
1411,400,525
1321,500,525
1294,600,525
468,600,526
495,500,526
585,400,526
614,200,526
1321,400,526
1411,500,526
1402,600,526
702,600,527
675,500,527
648,600,527
468,600,528
495,500,528
765,400,528
1414,200,528
1501,400,528
1411,500,528
1384,600,528
522,600,529
495,500,529
765,400,529
1414,200,529
1133,400,529
863,500,529
872,600,529
926,600,530
953,500,530
944,600,530
1402,600,531
1411,500,531
1411,400,531
1014,200,531
1043,400,531
1043,500,531
1052,600,531
280,600,532
307,500,532
334,600,532
1510,600,533
1501,500,533
1411,400,533
1411,500,533
1384,600,533
424,600,534
397,500,534
127,400,534
214,200,534
1231,400,534
1231,500,534
1258,600,534
1034,600,535
1043,500,535
1043,400,535
1133,500,535
1124,600,535
792,600,536
765,500,536
765,400,536
1414,200,536
1501,400,536
1411,500,536
1438,600,536
1052,600,537
1043,500,537
1133,400,537
1414,200,537
765,400,537
675,500,537
648,600,537
1312,600,538
1321,500,538
1321,400,538
1501,500,538
1474,600,538
316,600,539
307,500,539
217,400,539
614,200,539
585,400,539
675,500,539
702,600,539
1492,600,540
1501,500,540
1231,400,540
214,200,540
495,400,540
675,500,540
648,600,540
1240,600,541
1231,500,541
1411,400,541
1014,200,541
307,400,541
127,500,541
136,600,541
1492,600,542
1501,500,542
1411,400,542
1014,200,542
307,400,542
397,500,542
424,600,542
702,600,543
675,500,543
585,400,543
614,200,543
217,400,543
217,500,543
226,600,543
792,600,544
765,500,544
495,400,544
214,200,544
1231,400,544
1501,500,544
1474,600,544
648,600,545
675,500,545
585,400,545
614,200,545
1321,400,545
1321,500,545
1348,600,545
1258,600,546
1231,500,546
1411,400,546
1014,200,546
307,400,546
307,500,546
280,600,546
926,600,547
953,500,547
1043,400,547
1014,200,547
307,400,547
397,500,547
370,600,547
316,600,548
307,500,548
127,400,548
214,200,548
495,400,548
585,500,548
558,600,548
854,600,549
863,500,549
1043,400,549
1014,200,549
675,400,549
495,500,549
468,600,549
1222,600,550
1231,500,550
1501,400,550
1321,500,550
1294,600,550
1438,600,551
1411,500,551
1501,400,551
1414,200,551
397,400,551
307,500,551
334,600,551
1492,600,552
1501,500,552
1231,400,552
214,200,552
495,400,552
675,500,552
684,600,552
1034,600,553
1043,500,553
1043,400,553
1133,500,553
1124,600,553
424,600,554
397,500,554
370,600,554
100,600,555
127,500,555
217,400,555
217,500,555
208,600,555
298,600,556
307,500,556
127,400,556
214,200,556
863,400,556
1133,500,556
1124,600,556
872,600,557
863,500,557
1043,400,557
1043,500,557
1070,600,557
1402,600,558
1411,500,558
1321,400,558
614,200,558
585,400,558
585,500,558
576,600,558
926,600,559
953,500,559
863,400,559
214,200,559
1231,400,559
1411,500,559
1420,600,559
738,600,560
765,500,560
675,400,560
1014,200,560
1411,400,560
1501,500,560
1510,600,560
298,600,561
307,500,561
127,400,561
214,200,561
1231,400,561
1231,500,561
1240,600,561
1348,600,562
1321,500,562
1231,400,562
214,200,562
127,400,562
217,500,562
226,600,562
190,600,563
217,500,563
397,400,563
397,500,563
424,600,563
334,600,564
307,500,564
127,400,564
214,200,564
1231,400,564
1411,500,564
1384,600,564
1258,600,565
1231,500,565
1501,400,565
1414,200,565
765,400,565
765,500,565
738,600,565
792,600,566
765,500,566
675,400,566
1014,200,566
1043,400,566
863,500,566
836,600,566
1492,600,567
1501,500,567
1411,400,567
1411,500,567
1384,600,567
1492,600,568
1501,500,568
1231,400,568
214,200,568
495,400,568
675,500,568
684,600,568
836,600,569
863,500,569
953,400,569
953,500,569
962,600,569
756,600,570
765,500,570
495,400,570
675,500,570
684,600,570
1052,600,571
1043,500,571
953,400,571
614,200,571
217,400,571
397,500,571
424,600,571
1160,600,572
1133,500,572
1133,400,572
953,500,572
962,600,572
244,600,573
217,500,573
397,400,573
1414,200,573
1133,400,573
953,500,573
962,600,573
648,600,574
675,500,574
495,400,574
214,200,574
1231,400,574
1411,500,574
1420,600,574
1438,600,575
1411,500,575
1321,400,575
614,200,575
217,400,575
307,500,575
280,600,575
1312,600,576
1321,500,576
1348,600,576
792,600,577
765,500,577
765,400,577
495,500,577
504,600,577
1330,600,578
1321,500,578
1411,400,578
1014,200,578
1043,400,578
953,500,578
962,600,578
1384,600,579
1411,500,579
1321,400,579
614,200,579
953,400,579
953,500,579
980,600,579
298,600,580
307,500,580
307,400,580
1014,200,580
675,400,580
675,500,580
684,600,580
980,600,581
953,500,581
1133,400,581
1414,200,581
1501,400,581
1321,500,581
1312,600,581
1438,600,582
1411,500,582
1321,400,582
1321,500,582
1348,600,582
298,600,583
307,500,583
217,400,583
614,200,583
953,400,583
1043,500,583
1034,600,583
756,600,584
765,500,584
495,400,584
214,200,584
1231,400,584
1231,500,584
1204,600,584
558,600,585
585,500,585
585,400,585
614,200,585
953,400,585
1043,500,585
1034,600,585
1052,600,586
1043,500,586
1043,400,586
1014,200,586
675,400,586
675,500,586
684,600,586
1402,600,587
1411,500,587
1321,400,587
1321,500,587
1312,600,587
962,600,588
953,500,588
863,400,588
214,200,588
1231,400,588
1231,500,588
1258,600,588
468,600,589
495,500,589
585,400,589
614,200,589
953,400,589
863,500,589
854,600,589
100,600,590
127,500,590
217,400,590
614,200,590
585,400,590
765,500,590
738,600,590
100,600,591
127,500,591
307,400,591
1014,200,591
1411,400,591
1231,500,591
1222,600,591
1330,600,592
1321,500,592
1411,400,592
1014,200,592
307,400,592
127,500,592
100,600,592
280,600,593
307,500,593
397,400,593
397,500,593
424,600,593
1124,600,594
1133,500,594
953,400,594
614,200,594
585,400,594
765,500,594
792,600,594
1070,600,595
1043,500,595
863,400,595
214,200,595
495,400,595
495,500,595
486,600,595
1348,600,596
1321,500,596
1411,400,596
1411,500,596
1420,600,596
1222,600,597
1231,500,597
1411,400,597
1014,200,597
1043,400,597
953,500,597
962,600,597
468,600,598
495,500,598
675,400,598
585,500,598
612,600,598
424,600,599
397,500,599
217,400,599
614,200,599
1321,400,599
1501,500,599
1474,600,599
944,600,600
953,500,600
1133,400,600
1043,500,600
1034,600,600
1294,600,601
1321,500,601
1321,400,601
614,200,601
217,400,601
397,500,601
370,600,601
872,600,602
863,500,602
1043,400,602
1014,200,602
1411,400,602
1411,500,602
1384,600,602
1402,600,603
1411,500,603
1501,400,603
1414,200,603
397,400,603
217,500,603
244,600,603
486,600,604
495,500,604
675,400,604
1014,200,604
1043,400,604
953,500,604
962,600,604
792,600,605
765,500,605
675,400,605
1014,200,605
1043,400,605
953,500,605
944,600,605
406,600,606
397,500,606
307,400,606
1014,200,606
1411,400,606
1321,500,606
1348,600,606
666,600,607
675,500,607
675,400,607
1014,200,607
1411,400,607
1231,500,607
1240,600,607
1016,600,608
1043,500,608
863,400,608
214,200,608
127,400,608
127,500,608
136,600,608
1312,600,609
1321,500,609
1330,600,609
774,600,610
765,500,610
585,400,610
614,200,610
217,400,610
127,500,610
118,600,610
836,600,611
863,500,611
1043,400,611
1043,500,611
1016,600,611
1438,600,612
1411,500,612
1231,400,612
214,200,612
127,400,612
127,500,612
136,600,612
136,600,613
127,500,613
217,400,613
614,200,613
585,400,613
585,500,613
576,600,613
666,600,614
675,500,614
495,400,614
214,200,614
1231,400,614
1321,500,614
1330,600,614
1312,600,615
1321,500,615
1411,400,615
1014,200,615
675,400,615
585,500,615
558,600,615
100,600,616
127,500,616
217,400,616
614,200,616
953,400,616
1043,500,616
1070,600,616
1528,600,617
1501,500,617
1231,400,617
214,200,617
863,400,617
1133,500,617
1124,600,617
792,600,618
765,500,618
585,400,618
614,200,618
217,400,618
307,500,618
316,600,618
612,600,619
585,500,619
675,400,619
1014,200,619
307,400,619
397,500,619
388,600,619
1258,600,620
1231,500,620
1501,400,620
1414,200,620
765,400,620
675,500,620
648,600,620
738,600,621
765,500,621
765,400,621
1414,200,621
397,400,621
217,500,621
226,600,621
468,600,622
495,500,622
675,400,622
1014,200,622
1411,400,622
1231,500,622
1240,600,622
118,600,623
127,500,623
397,400,623
1414,200,623
1133,400,623
863,500,623
872,600,623
1142,600,624
1133,500,624
1043,400,624
1014,200,624
307,400,624
307,500,624
316,600,624
702,600,625
675,500,625
585,400,625
585,500,625
594,600,625
980,600,626
953,500,626
953,400,626
614,200,626
217,400,626
397,500,626
406,600,626
190,600,627
217,500,627
208,600,627
1528,600,628
1501,500,628
1501,400,628
1414,200,628
1133,400,628
953,500,628
980,600,628
1258,600,629
1231,500,629
1411,400,629
1321,500,629
1294,600,629
738,600,630
765,500,630
675,400,630
1014,200,630
1411,400,630
1321,500,630
1330,600,630
1330,600,631
1321,500,631
1321,400,631
1411,500,631
1438,600,631
226,600,632
217,500,632
127,400,632
214,200,632
495,400,632
495,500,632
468,600,632
1142,600,633
1133,500,633
1043,400,633
1014,200,633
1411,400,633
1411,500,633
1420,600,633
1492,600,634
1501,500,634
1321,400,634
1231,500,634
1204,600,634
1124,600,635
1133,500,635
1043,400,635
953,500,635
962,600,635
1312,600,636
1321,500,636
1501,400,636
1414,200,636
1133,400,636
953,500,636
962,600,636
890,600,637
863,500,637
1133,400,637
953,500,637
962,600,637
1142,600,638
1133,500,638
953,400,638
863,500,638
872,600,638
1204,600,639
1231,500,639
1501,400,639
1411,500,639
1420,600,639
208,600,640
217,500,640
127,400,640
214,200,640
495,400,640
675,500,640
666,600,640
1510,600,641
1501,500,641
1501,400,641
1414,200,641
765,400,641
495,500,641
468,600,641
1016,600,642
1043,500,642
953,400,642
614,200,642
1321,400,642
1411,500,642
1420,600,642
244,600,643
217,500,643
397,400,643
1414,200,643
765,400,643
675,500,643
702,600,643
226,600,644
217,500,644
127,400,644
214,200,644
495,400,644
585,500,644
594,600,644
406,600,645
397,500,645
307,400,645
217,500,645
244,600,645
118,600,646
127,500,646
217,400,646
614,200,646
953,400,646
863,500,646
836,600,646
1384,600,647
1411,500,647
1321,400,647
614,200,647
217,400,647
217,500,647
208,600,647
522,600,648
495,500,648
765,400,648
1414,200,648
1133,400,648
953,500,648
962,600,648
774,600,649
765,500,649
765,400,649
1414,200,649
1133,400,649
863,500,649
854,600,649
836,600,650
863,500,650
1133,400,650
1414,200,650
765,400,650
675,500,650
648,600,650
1312,600,651
1321,500,651
1501,400,651
1414,200,651
765,400,651
675,500,651
702,600,651
774,600,652
765,500,652
675,400,652
1014,200,652
307,400,652
217,500,652
190,600,652
1528,600,653
1501,500,653
1501,400,653
1414,200,653
765,400,653
765,500,653
756,600,653
890,600,654
863,500,654
1043,400,654
1014,200,654
675,400,654
675,500,654
666,600,654
244,600,655
217,500,655
307,400,655
397,500,655
388,600,655
980,600,656
953,500,656
1043,400,656
1014,200,656
675,400,656
495,500,656
486,600,656
792,600,657
765,500,657
675,400,657
1014,200,657
1043,400,657
953,500,657
944,600,657
370,600,658
397,500,658
217,400,658
307,500,658
280,600,658
136,600,659
127,500,659
397,400,659
1414,200,659
1501,400,659
1501,500,659
1510,600,659
1240,600,660
1231,500,660
1501,400,660
1414,200,660
1133,400,660
1043,500,660
1016,600,660
684,600,661
675,500,661
675,400,661
1014,200,661
1411,400,661
1231,500,661
1204,600,661
100,600,662
127,500,662
217,400,662
614,200,662
953,400,662
1133,500,662
1106,600,662
1492,600,663
1501,500,663
1321,400,663
614,200,663
217,400,663
397,500,663
388,600,663
1204,600,664
1231,500,664
1411,400,664
1014,200,664
307,400,664
127,500,664
100,600,664
154,600,665
127,400,665
127,400,665
214,200,665
1231,400,665
1411,500,665
1438,600,665
1142,600,666
1133,500,666
953,400,666
953,500,666
980,600,666
684,600,667
675,500,667
585,400,667
614,200,667
953,400,667
863,500,667
872,600,667
1348,600,668
1321,500,668
1501,400,668
1414,200,668
397,400,668
217,500,668
226,600,668
576,600,669
585,500,669
585,400,669
614,200,669
953,400,669
953,500,669
980,600,669
406,600,670
397,500,670
307,400,670
1014,200,670
1043,400,670
863,500,670
890,600,670
756,600,671
765,500,671
675,400,671
1014,200,671
307,400,671
397,500,671
424,600,671
702,600,672
675,500,672
495,400,672
214,200,672
863,400,672
1133,500,672
1142,600,672
136,600,673
127,500,673
397,400,673
1414,200,673
1133,400,673
953,500,673
980,600,673
298,600,674
307,500,674
127,400,674
214,200,674
1231,400,674
1411,500,674
1420,600,674
1528,600,675
1501,500,675
1231,400,675
1231,500,675
1204,600,675
684,600,676
675,500,676
765,400,676
1414,200,676
1501,400,676
1411,500,676
1402,600,676
406,600,677
397,500,677
388,600,677
190,600,678
217,500,678
127,400,678
214,200,678
1231,400,678
1231,500,678
1240,600,678
280,600,679
307,500,679
397,400,679
1414,200,679
1133,400,679
1133,500,679
1142,600,679
890,600,680
863,500,680
863,400,680
214,200,680
1231,400,680
1411,500,680
1384,600,680
1384,600,681
1411,500,681
1501,400,681
1414,200,681
765,400,681
585,500,681
594,600,681
1052,600,682
1043,500,682
1133,400,682
1133,500,682
1124,600,682
118,600,683
127,400,683
127,400,683
214,200,683
495,400,683
765,500,683
738,600,683
334,600,684
307,500,684
217,400,684
614,200,684
1321,400,684
1231,500,684
1258,600,684
190,600,685
217,500,685
397,400,685
1414,200,685
765,400,685
675,500,685
666,600,685
1240,600,686
1231,500,686
1231,400,686
1411,500,686
1384,600,686
926,600,687
953,500,687
953,400,687
1133,500,687
1142,600,687
1258,600,688
1231,500,688
