x,y,id
307,400,156
217,500,156
244,600,156
486,600,157
495,500,157
765,400,157
1414,200,157
1501,400,157
1501,500,157
1474,600,157
756,600,158
765,500,158
495,400,158
214,200,158
127,400,158
127,500,158
118,600,158
1330,600,159
1321,500,159
1321,400,159
614,200,159
585,400,159
495,500,159
468,600,159
388,600,160
397,500,160
397,400,160
1414,200,160
1133,400,160
953,500,160
962,600,160
118,600,161
127,500,161
397,400,161
1414,200,161
765,400,161
585,500,161
576,600,161
1034,600,162
1043,500,162
863,400,162
214,200,162
495,400,162
675,500,162
648,600,162
890,600,163
863,500,163
863,400,163
214,200,163
127,400,163
217,500,163
244,600,163
118,600,164
127,400,164
127,400,164
214,200,164
495,400,164
675,500,164
702,600,164
836,600,165
863,500,165
872,600,165
1438,600,166
1411,500,166
1411,400,166
1231,500,166
1240,600,166
774,600,167
765,500,167
585,400,167
614,200,167
1321,400,167
1501,500,167
1510,600,167
136,600,168
127,500,168
307,400,168
1014,200,168
675,400,168
765,500,168
792,600,168
154,600,169
127,500,169
217,400,169
614,200,169
953,400,169
863,500,169
836,600,169
1070,600,170
1043,500,170
1043,400,170
1014,200,170
307,400,170
217,500,170
208,600,170
872,600,171
863,500,171
1133,400,171
953,500,171
962,600,171
756,600,172
765,500,172
675,400,172
1014,200,172
307,400,172
127,500,172
118,600,172
1438,600,173
1411,500,173
1231,400,173
214,200,173
127,400,173
307,500,173
316,600,173
1528,600,174
1501,500,174
1411,400,174
1411,500,174
1420,600,174
1258,600,175
1231,500,175
1501,400,175
1414,200,175
397,400,175
217,500,175
244,600,175
612,600,176
585,500,176
765,400,176
1414,200,176
397,400,176
397,500,176
406,600,176
872,600,177
863,500,177
1043,400,177
1043,500,177
1034,600,177
1160,600,178
1133,500,178
953,400,178
614,200,178
217,400,178
217,500,178
190,600,178
370,600,179
397,500,179
217,400,179
614,200,179
953,400,179
863,500,179
854,600,179
154,600,180
127,400,180
127,400,180
214,200,180
495,400,180
675,500,180
684,600,180
980,600,181
953,500,181
953,400,181
614,200,181
1321,400,181
1321,500,181
1330,600,181
1052,600,182
1043,500,182
863,400,182
214,200,182
127,400,182
307,500,182
298,600,182
1492,600,183
1501,500,183
1501,400,183
1414,200,183
397,400,183
397,500,183
370,600,183
334,600,184
307,500,184
127,400,184
214,200,184
1231,400,184
1321,500,184
1294,600,184
136,600,185
127,500,185
217,400,185
614,200,185
1321,400,185
1501,500,185
1510,600,185
388,600,186
397,500,186
307,400,186
1014,200,186
675,400,186
675,500,186
648,600,186
1438,600,187
1411,500,187
1321,400,187
614,200,187
953,400,187
863,500,187
890,600,187
298,600,188
307,500,188
217,400,188
397,500,188
406,600,188
962,600,189
953,500,189
953,400,189
614,200,189
217,400,189
217,500,189
226,600,189
1142,600,190
1133,500,190
1124,600,190
1204,600,191
1231,500,191
1231,400,191
214,200,191
127,400,191
307,500,191
280,600,191
1312,600,192
1321,500,192
1501,400,192
1414,200,192
765,400,192
765,500,192
792,600,192
962,600,193
953,500,193
863,400,193
214,200,193
1231,400,193
1411,500,193
1438,600,193
486,600,194
495,500,194
495,400,194
214,200,194
1231,400,194
1501,500,194
1492,600,194
370,600,195
397,500,195
424,600,195
406,600,196
397,500,196
127,400,196
214,200,196
495,400,196
495,500,196
468,600,196
1204,600,197
1231,500,197
1231,400,197
214,200,197
127,400,197
127,500,197
154,600,197
522,600,198
495,500,198
495,400,198
214,200,198
127,400,198
217,500,198
190,600,198
280,600,199
307,500,199
217,400,199
614,200,199
585,400,199
765,500,199
774,600,199
666,600,200
675,500,200
765,400,200
1414,200,200
1133,400,200
1043,500,200
1034,600,200
926,600,201
953,500,201
1133,400,201
1414,200,201
1501,400,201
1231,500,201
1222,600,201
1258,600,202
1231,500,202
1321,400,202
1411,500,202
1438,600,202
738,600,203
765,500,203
585,400,203
614,200,203
1321,400,203
1321,500,203
1312,600,203
1528,600,204
1501,500,204
1321,400,204
614,200,204
953,400,204
1043,500,204
1052,600,204
558,600,205
585,500,205
765,400,205
1414,200,205
1133,400,205
863,500,205
872,600,205
702,600,206
675,500,206
585,400,206
495,500,206
522,600,206
648,600,207
675,500,207
585,400,207
614,200,207
953,400,207
953,500,207
926,600,207
1016,600,208
1043,500,208
953,400,208
953,500,208
944,600,208
334,600,209
307,500,209
217,400,209
614,200,209
1321,400,209
1231,500,209
1204,600,209
1016,600,210
1043,500,210
863,400,210
953,500,210
980,600,210
1510,600,211
1501,500,211
1501,400,211
1414,200,211
1133,400,211
953,500,211
944,600,211
1384,600,212
1411,500,212
1231,400,212
214,200,212
495,400,212
585,500,212
576,600,212
558,600,213
585,500,213
585,400,213
614,200,213
217,400,213
307,500,213
334,600,213
738,600,214
765,500,214
585,400,214
614,200,214
1321,400,214
1501,500,214
1492,600,214
962,600,215
953,500,215
1133,400,215
1414,200,215
765,400,215
585,500,215
558,600,215
648,600,216
675,500,216
765,400,216
1414,200,216
1501,400,216
1321,500,216
1348,600,216
666,600,217
675,500,217
585,400,217
495,500,217
486,600,217
962,600,218
953,500,218
1133,400,218
1414,200,218
397,400,218
307,500,218
280,600,218
774,600,219
765,500,219
765,400,219
1414,200,219
397,400,219
397,500,219
406,600,219
1528,600,220
1501,500,220
1231,400,220
1231,500,220
1240,600,220
504,600,221
495,500,221
675,400,221
675,500,221
684,600,221
774,600,222
765,500,222
585,400,222
614,200,222
217,400,222
217,500,222
226,600,222
792,600,223
765,500,223
675,400,223
585,500,223
612,600,223
370,600,224
397,500,224
397,400,224
1414,200,224
1133,400,224
863,500,224
872,600,224
1348,600,225
1321,500,225
1231,400,225
214,200,225
495,400,225
765,500,225
756,600,225
1330,600,226
1321,500,226
1321,400,226
614,200,226
953,400,226
863,500,226
872,600,226
226,600,227
217,500,227
127,400,227
214,200,227
1231,400,227
1231,500,227
1240,600,227
854,600,228
863,500,228
953,400,228
614,200,228
217,400,228
127,500,228
136,600,228
316,600,229
307,500,229
127,400,229
214,200,229
1231,400,229
1321,500,229
1312,600,229
1258,600,230
1231,500,230
1321,400,230
1411,500,230
1438,600,230
522,600,231
495,500,231
495,400,231
214,200,231
127,400,231
217,500,231
226,600,231
190,600,232
217,500,232
127,400,232
214,200,232
495,400,232
765,500,232
774,600,232
1240,600,233
1231,500,233
1501,400,233
1414,200,233
765,400,233
675,500,233
702,600,233
208,600,234
217,500,234
307,400,234
1014,200,234
1411,400,234
1501,500,234
1510,600,234
1438,600,235
1411,500,235
1231,400,235
214,200,235
495,400,235
495,500,235
468,600,235
1438,600,236
1411,500,236
1411,400,236
1014,200,236
1043,400,236
1133,500,236
1106,600,236
424,600,237
397,500,237
307,400,237
1014,200,237
1043,400,237
953,500,237
962,600,237
944,600,238
953,500,238
953,400,238
614,200,238
585,400,238
675,500,238
684,600,238
504,600,239
495,500,239
675,400,239
765,500,239
792,600,239
738,600,240
765,500,240
675,400,240
1014,200,240
1043,400,240
863,500,240
854,600,240
962,600,241
953,500,241
1043,400,241
1014,200,241
675,400,241
585,500,241
594,600,241
1106,600,242
1133,500,242
1142,600,242
1438,600,243
1411,500,243
1231,400,243
214,200,243
495,400,243
585,500,243
576,600,243
558,600,244
585,500,244
765,400,244
1414,200,244
1501,400,244
1501,500,244
1492,600,244
1492,600,245
1501,500,245
1501,400,245
1414,200,245
397,400,245
307,500,245
334,600,245
1160,600,246
1133,500,246
953,400,246
614,200,246
585,400,246
765,500,246
774,600,246
1438,600,247
1411,500,247
1231,400,247
214,200,247
863,400,247
1133,500,247
1160,600,247
854,600,248
863,500,248
953,400,248
614,200,248
585,400,248
585,500,248
558,600,248
792,600,249
765,500,249
675,400,249
495,500,249
468,600,249
244,600,250
217,500,250
307,400,250
1014,200,250
1043,400,250
1043,500,250
1034,600,250
1142,600,251
1133,500,251
953,400,251
614,200,251
217,400,251
307,500,251
280,600,251
1160,600,252
1133,500,252
953,400,252
953,500,252
962,600,252
1124,600,253
1133,500,253
1133,400,253
1414,200,253
397,400,253
127,500,253
136,600,253
1528,600,254
1501,500,254
1231,400,254
214,200,254
127,400,254
397,500,254
388,600,254
280,600,255
307,500,255
397,400,255
1414,200,255
1133,400,255
953,500,255
944,600,255
926,600,256
953,500,256
863,400,256
214,200,256
1231,400,256
1501,500,256
1510,600,256
1528,600,257
1501,500,257
1321,400,257
614,200,257
585,400,257
495,500,257
468,600,257
1258,600,258
1231,500,258
1411,400,258
1014,200,258
1043,400,258
1133,500,258
1142,600,258
118,600,259
127,500,259
217,400,259
307,500,259
316,600,259
280,600,260
307,500,260
397,400,260
1414,200,260
765,400,260
585,500,260
612,600,260
836,600,261
863,500,261
1133,400,261
1043,500,261
1070,600,261
576,600,262
585,500,262
495,400,262
214,200,262
127,400,262
397,500,262
406,600,262
872,600,263
863,500,263
863,400,263
1133,500,263
1124,600,263
980,600,264
953,500,264
1133,400,264
1414,200,264
1501,400,264
1231,500,264
1222,600,264
962,600,265
953,500,265
953,400,265
614,200,265
1321,400,265
1501,500,265
1510,600,265
468,600,266
495,500,266
495,400,266
214,200,266
863,400,266
953,500,266
962,600,266
1438,600,267
1411,500,267
1321,400,267
1231,500,267
1258,600,267
522,600,268
495,500,268
468,600,268
1204,600,269
1231,500,269
1321,400,269
614,200,269
585,400,269
585,500,269
576,600,269
1016,600,270
1043,500,270
1043,400,270
1014,200,270
675,400,270
585,500,270
576,600,270
1124,600,271
1133,500,271
1133,400,271
1414,200,271
397,400,271
397,500,271
370,600,271
1348,600,272
1321,500,272
1231,400,272
214,200,272
127,400,272
397,500,272
406,600,272
298,600,273
307,500,273
127,400,273
214,200,273
495,400,273
675,500,273
666,600,273
836,600,274
863,500,274
953,400,274
614,200,274
585,400,274
765,500,274
738,600,274
1052,600,275
1043,500,275
1043,400,275
1014,200,275
675,400,275
495,500,275
522,600,275
190,600,276
217,500,276
127,400,276
214,200,276
1231,400,276
1321,500,276
1312,600,276
154,600,277
127,400,277
127,400,277
214,200,277
863,400,277
1133,500,277
1106,600,277
370,600,278
397,500,278
127,400,278
214,200,278
863,400,278
953,500,278
980,600,278
1034,600,279
1043,500,279
953,400,279
614,200,279
585,400,279
495,500,279
522,600,279
280,600,280
307,500,280
217,400,280
397,500,280
388,600,280
612,600,281
585,500,281
495,400,281
214,200,281
863,400,281
863,500,281
872,600,281
792,600,282
765,500,282
675,400,282
585,500,282
558,600,282
226,600,283
217,500,283
217,400,283
614,200,283
585,400,283
765,500,283
756,600,283
854,600,284
863,500,284
953,400,284
614,200,284
585,400,284
585,500,284
558,600,284
406,600,285
397,500,285
397,400,285
1414,200,285
1133,400,285
1043,500,285
1034,600,285
1384,600,286
1411,500,286
1501,400,286
1414,200,286
765,400,286
675,500,286
684,600,286
1528,600,287
1501,500,287
1411,400,287
1231,500,287
1258,600,287
774,600,288
765,500,288
675,400,288
1014,200,288
1411,400,288
1231,500,288
1258,600,288
1384,600,289
1411,500,289
1321,400,289
614,200,289
953,400,289
863,500,289
872,600,289
1384,600,290
1411,500,290
1321,400,290
614,200,290
217,400,290
397,500,290
406,600,290
1258,600,291
1231,500,291
1231,400,291
214,200,291
863,400,291
1133,500,291
1160,600,291
1160,600,292
1133,500,292
953,400,292
614,200,292
217,400,292
397,500,292
424,600,292
576,600,293
585,500,293
585,400,293
614,200,293
1321,400,293
1501,500,293
1492,600,293
1402,600,294
1411,500,294
1231,400,294
214,200,294
863,400,294
1043,500,294
1070,600,294
1474,600,295
1501,500,295
1231,400,295
214,200,295
495,400,295
765,500,295
774,600,295
854,600,296
863,500,296
1043,400,296
1014,200,296
1411,400,296
1231,500,296
1240,600,296
962,600,297
953,500,297
944,600,297
1384,600,298
1411,500,298
1402,600,298
702,600,299
675,500,299
495,400,299
214,200,299
863,400,299
863,500,299
872,600,299
854,600,300
863,500,300
1043,400,300
1014,200,300
675,400,300
675,500,300
666,600,300
504,600,301
495,500,301
765,400,301
1414,200,301
397,400,301
307,500,301
298,600,301
1438,600,302
1411,500,302
1384,600,302
244,600,303
217,500,303
217,400,303
614,200,303
585,400,303
675,500,303
684,600,303
1402,600,304
1411,500,304
1321,400,304
614,200,304
953,400,304
1133,500,304
1124,600,304
208,600,305
217,500,305
307,400,305
1014,200,305
1043,400,305
1133,500,305
1124,600,305
926,600,306
953,500,306
1043,400,306
1014,200,306
675,400,306
675,500,306
702,600,306
226,600,307
217,500,307
217,400,307
614,200,307
953,400,307
1133,500,307
1124,600,307
1142,600,308
1133,500,308
953,400,308
614,200,308
217,400,308
217,500,308
244,600,308
1312,600,309
1321,500,309
1411,400,309
1014,200,309
675,400,309
765,500,309
792,600,309
1240,600,310
1231,500,310
1321,400,310
614,200,310
953,400,310
953,500,310
962,600,310
1294,600,311
1321,500,311
1501,400,311
1231,500,311
1240,600,311
226,600,312
217,500,312
217,400,312
127,500,312
118,600,312
1204,600,313
1231,500,313
1411,400,313
1014,200,313
1043,400,313
1133,500,313
1142,600,313
792,600,314
765,500,314
585,400,314
585,500,314
558,600,314
576,600,315
585,500,315
585,400,315
614,200,315
953,400,315
1043,500,315
1052,600,315
1034,600,316
1043,500,316
953,400,316
614,200,316
1321,400,316
1501,500,316
1510,600,316
926,600,317
953,500,317
863,400,317
214,200,317
495,400,317
675,500,317
666,600,317
1106,600,318
1133,500,318
1142,600,318
756,600,319
765,500,319
585,400,319
585,500,319
576,600,319
1312,600,320
1321,500,320
1411,400,320
1014,200,320
307,400,320
217,500,320
208,600,320
702,600,321
675,500,321
675,400,321
1014,200,321
1043,400,321
1043,500,321
1016,600,321
334,600,322
307,500,322
280,600,322
648,600,323
675,500,323
765,400,323
1414,200,323
1501,400,323
1321,500,323
1330,600,323
1492,600,324
1501,500,324
1411,400,324
1014,200,324
1043,400,324
1133,500,324
1124,600,324
1402,600,325
1411,500,325
1411,400,325
1014,200,325
307,400,325
397,500,325
370,600,325
522,600,326
495,500,326
495,400,326
214,200,326
127,400,326
397,500,326
370,600,326
872,600,327
863,500,327
1043,400,327
1014,200,327
307,400,327
397,500,327
406,600,327
684,600,328
675,500,328
585,400,328
495,500,328
468,600,328
1492,600,329
1501,500,329
1321,400,329
614,200,329
217,400,329
127,500,329
136,600,329
1474,600,330
1501,500,330
1231,400,330
214,200,330
127,400,330
307,500,330
298,600,330
244,600,331
217,500,331
307,400,331
307,500,331
316,600,331
1474,600,332
1501,500,332
1411,400,332
1014,200,332
1043,400,332
863,500,332
836,600,332
756,600,333
765,500,333
495,400,333
214,200,333
1231,400,333
1231,500,333
1204,600,333
316,600,334
307,500,334
127,400,334
214,200,334
863,400,334
1043,500,334
1016,600,334
406,600,335
397,500,335
307,400,335
307,500,335
334,600,335
684,600,336
675,500,336
495,400,336
214,200,336
127,400,336
217,500,336
226,600,336
118,600,337
127,400,337
127,400,337
307,500,337
280,600,337
612,600,338
585,500,338
765,400,338
495,500,338
522,600,338
738,600,339
765,500,339
675,400,339
675,500,339
648,600,339
1204,600,340
1231,500,340
1411,400,340
1014,200,340
1043,400,340
863,500,340
836,600,340
872,600,341
863,500,341
863,400,341
1133,500,341
1160,600,341
280,600,342
307,500,342
217,400,342
397,500,342
406,600,342
1384,600,343
1411,500,343
1321,400,343
614,200,343
585,400,343
675,500,343
648,600,343
684,600,344
675,500,344
702,600,344
738,600,345
765,500,345
765,400,345
495,500,345
486,600,345
756,600,346
765,500,346
675,400,346
1014,200,346
1411,400,346
1321,500,346
1312,600,346
1124,600,347
1133,500,347
1043,400,347
1014,200,347
307,400,347
217,500,347
244,600,347
1222,600,348
1231,500,348
